"","ADM_RATE","ACTCMMID","UGDS","TUITIONFEE_IN","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","PFTFTUG1_EF","AGE_ENTRY","yvals","names"
"29841",0.8693,23,1812,21710,11668,7245,5555,0.556,0.7819,23.114870882,0.5887,"George Fox University"
"29845",0.6451,28,1909,27494,16688,11445,7192,0.6634,0.8991,21.077192982,0.7098,"Lewis & Clark College"
"29846",0.7321,24,1729,23022,13047,10338,5945,0.9906,0.8987,24.185397867,0.6751,"Linfield College-McMinnville Campus"
"29854",0.8378,23,590,11750,9119,4649,4950,1,0.4844,23.073972603,0.4257,"Multnomah University"
"29857",0.6369,21,400,18380,12117,8175,3972,0.7917,0.4476,27.611764706,0.3623,"Northwest Christian University"
"29861",0.8998,23,15424,5442,6935,7060,6479,0.7594,0.6688,22.005733767,0.6108,"Oregon State University"
"29864",0.8737,26,1210,21490,9947,5352,6020,1,0.8141,21.273342355,0.6404,"Pacific University"
"29873",0.4535,31,1283,32590,20012,18435,7782,0.9507,0.9972,19.814016173,0.7281,"Reed College"
"29878",0.7485,21,4251,5005,5115,5074,5102,0.7224,0.519,23.563688213,0.4005,"Southern Oregon University"
"29882",0.5683,20,567,18650,7827,4484,4075,0.5435,0.4925,29.114285714,0.5,"Warner Pacific College"
"29883",0.8289,26,771,18044,15168,4567,3747,0.9189,0.6193,23.279151943,0.6111,"Corban University"
"29887",0.7509,27,1813,28416,13529,10730,6874,0.6667,0.9867,19.95970696,0.741,"Willamette University"
"29888",0.9339,20,4277,4488,4558,4798,4693,0.5486,0.6155,21.925482981,0.4455,"Western Oregon University"
"29893",0.9615,26,122,9639,3573,11924,5686,0.4375,0.8654,20.873239437,0.2353,"Bryn Athyn College of the New Church"
"29898",0.6232,26,2016,26950,14802,9388,6258,0.7857,0.8976,19.447009444,0.7331,"Allegheny College"
"29900",0.7899,22,2284,20700,10713,6322,5894,0.5644,1,23.124538745,0.7023,"DeSales University"
"29910",0.7766,23,697,13260,8668,4144,3823,0.9512,0.6261,20.315068493,0.4503,"Summit University of Pennsylvania"
"29912",0.7846,23,1894,24270,11662,7278,6689,0.9643,0.7262,20.697048611,0.5765,"Arcadia University"
"29918",0.4639,29,1322,29570,33025,32778,8008,0.6494,0.9833,20.629787234,0.8625,"Bryn Mawr College"
"29919",0.3395,29,3558,32788,19303,12121,7724,0.9969,0.9674,19.460122699,0.895,"Bucknell University"
"29927",0.5982,21,1602,17450,11821,7384,5629,0.3448,0.5374,25.477294686,0.5231,"Carlow University"
"29928",0.3889,30,5494,32044,25617,27254,10137,0.8272,0.9798,19.841726619,0.8558,"Carnegie Mellon University"
"29929",0.6614,25,1820,22712,10238,5860,5718,0.9136,0.4752,25.398019802,0.5367,"Cedar Crest College"
"29932",0.6181,22,473,23360,12327,7603,5527,0.3632,0.7091,23.374172185,0.5714,"Chatham University"
"29945",0.7886,23,1842,21814,6357,6042,5492,1,0.8383,20.854368932,0.4251,"Delaware Valley University"
"29946",0.4931,28,2301,32120,18795,11199,7091,0.7778,0.9297,19.368876081,0.8419,"Dickinson College"
"29952",0.7994,24,5650,21480,14277,8038,7121,1,0.7164,21.14054637,0.6969,"Duquesne University"
"29954",0.7709,24,2216,18830,14385,6794,5484,0.2794,0.565,25.052894925,0.5989,"Eastern University"
"29955",0.8198,19,6318,6290,4722,5617,6871,0.8895,0.6841,22.083402147,0.4944,"Edinboro University of Pennsylvania"
"29976",0.4542,28,1981,32530,21812,14501,7956,0.8291,0.9749,19.359019264,0.8233,"Franklin and Marshall College"
"29977",0.8641,21,2394,19245,10161,5849,5715,0.6014,0.6885,20.756321839,0.6561,"Gannon University"
"29978",0.6815,23,1754,17480,8994,6280,5028,0.4492,0.7181,25.65610438,0.546,"Geneva College"
"29979",0.4656,29,2463,31790,18917,11821,7298,0.6825,0.9845,19.354255319,0.758,"Gettysburg College"
"29989",0.695,21,2209,17740,25433,11654,5894,1,0.5387,24.378571429,1,"Holy Family University"
"30000",0.9268,18,1570,15950,5826,3446,4459,0.2719,0.6977,22.472868217,0.3939,"Keystone College"
"30005",0.6527,20,1421,16780,8933,4637,5336,0.2844,0.5779,22.458868895,0.6176,"La Roche College"
"30006",0.7616,20,2133,26080,13619,6797,6865,0.4142,0.9921,22.823334908,0.7047,"La Salle University"
"30008",0.3747,28,2310,29982,17873,16248,8077,0.8,0.9739,19.399684044,0.8988,"Lafayette College"
"30009",0.7925,20,678,13080,8681,4837,4402,0.4595,0.5221,22.669099757,0.619,"Lancaster Bible College"
"30028",0.7657,23,1453,23680,13213,7308,5849,1,0.9549,19.757232704,0.6658,"Lycoming College"
"30035",0.7824,22,3800,19113,8673,4641,4900,0.5625,0.7621,22.398018167,0.592,"Mercyhurst University"
"30036",0.7458,26,2889,21420,15073,9114,6009,0.5502,0.8927,19.653465347,0.7566,"Messiah College"
"30039",0.8077,21,1973,19700,11657,6059,5656,1,0.733,23.62754159,0.7229,"Misericordia University"
"30041",0.5397,20,463,22090,18840,10236,4697,0.9394,0.6569,21.585365854,0.7209,"Moore College of Art and Design"
"30042",0.6513,20,1636,25263,12822,8830,6096,0.533,0.8341,20.269276394,0.7107,"Moravian College"
"30043",0.7671,18,1424,14710,12503,5255,4925,0.3758,0.6117,25.025490196,0.478,"Mount Aloysius College"
"30044",0.429,28,2396,28760,16394,11107,6425,0.5856,1,20.693793103,0.8548,"Muhlenberg College"
"30056",0.8077,20,3231,10626,11636,9967,6888,0.7715,0.8313,21.02448491,0.6683,"Pennsylvania State University-Penn State Erie-Behrend College"
"30059",0.8706,19,733,10200,10785,9238,6167,0.5111,0.6037,21.02448491,0.5676,"Pennsylvania State University-Penn State New Kensington"
"30060",0.8754,19,665,10200,11175,9572,6253,0.4085,0.3755,21.02448491,0.3689,"Pennsylvania State University-Penn State Shenango"
"30061",0.8411,20,565,10200,11137,9540,6150,0.5135,0.6835,21.02448491,0.5172,"Pennsylvania State University-Penn State Wilkes-Barre"
"30062",0.7917,22,1077,10180,10944,9375,6434,0.578,0.5908,21.02448491,0.377,"Pennsylvania State University-Penn State Worthington Scranton"
"30063",0.8006,25,592,10200,12110,10373,6239,0.4328,0.6,21.02448491,0.4369,"Pennsylvania State University-Penn State Lehigh Valley"
"30064",0.7562,21,3499,10626,11063,9476,5793,0.5197,0.877,21.02448491,0.6471,"Pennsylvania State University-Penn State Altoona"
"30065",0.917,21,574,10200,11321,9697,6136,0.5965,0.7672,21.02448491,0.4452,"Pennsylvania State University-Penn State Beaver"
"30066",0.8204,20,2303,10626,12080,10348,6135,0.5497,0.8297,21.02448491,0.5737,"Pennsylvania State University-Penn State Berks"
"30068",0.7792,20,1388,10200,11860,10160,6337,0.5625,0.6911,21.02448491,0.3565,"Pennsylvania State University-Penn State Brandywine"
"30069",0.905,21,658,10190,10814,9263,5927,0.5341,0.5714,21.02448491,0.5164,"Pennsylvania State University-Penn State DuBois"
"30070",0.8815,20,839,10180,11794,10103,5786,0.486,0.5625,21.02448491,0.4205,"Pennsylvania State University-Penn State Fayette- Eberly"
"30071",0.9066,24,1015,10190,11541,9886,5563,0.6548,0.8902,21.02448491,0.5692,"Pennsylvania State University-Penn State Hazleton"
"30072",0.5827,26,33672,11508,11699,10022,7985,0.8856,0.8926,21.02448491,0.842,"Pennsylvania State University-Main Campus"
"30073",0.9004,19,611,10180,10371,8884,6055,0.5467,0.7,21.02448491,0.5,"Pennsylvania State University-Penn State Greater Allegheny"
"30074",0.8613,20,847,10200,11032,9450,5646,0.5806,0.7345,21.02448491,0.477,"Pennsylvania State University-Penn State Mont Alto"
"30075",0.756,19,2593,10190,11210,9603,5895,0.5355,0.6786,21.02448491,0.4663,"Pennsylvania State University-Penn State Abington"
"30076",0.8681,20,778,10180,11645,9975,6175,0.6712,0.746,21.02448491,0.5385,"Pennsylvania State University-Penn State Schuylkill"
"30077",0.8472,22,1053,10180,11196,9591,6065,0.4803,0.5137,21.02448491,0.3689,"Pennsylvania State University-Penn State York"
"30089",0.2079,31,10976,32364,21309,28699,13070,0.8581,0.7364,22.381848902,0.9388,"University of Pennsylvania"
"30091",0.4832,22,2057,24330,15571,10671,5355,0.2658,0.8095,20.05618964,0.5638,"The University of the Arts"
"30092",0.9414,22,1033,14500,8507,4257,4970,0.4215,0.5325,23.753794266,0.5309,"Cairn University-Langhorne"
"30094",0.654,22,1487,23982,17963,10403,7031,0.6064,0.8921,19.805476865,0.5977,"University of the Sciences"
"30096",0.9112,21,1198,10538,9113,5892,5384,0.8846,0.7052,21.497121237,0.4381,"University of Pittsburgh-Bradford"
"30097",0.6932,22,1795,10562,9314,3764,5253,0.5524,0.7513,21.497121237,0.4956,"University of Pittsburgh-Greensburg"
"30098",0.9506,21,3113,10540,9190,4502,5476,0.8841,0.8816,21.497121237,0.5641,"University of Pittsburgh-Johnstown"
"30099",0.4899,26,16585,11436,9168,12352,7726,0.7306,0.8182,21.497121237,0.6965,"University of Pittsburgh-Pittsburgh Campus"
"30107",0.7607,23,2908,16740,11586,7430,6032,0.2376,0.5044,24.387195122,0.4345,"Point Park University"
"30117",0.7914,21,3932,15152,11528,4940,6908,1,0.6265,22.366972477,0.5453,"Robert Morris University"
"30120",0.9085,22,1356,21410,11562,6254,5737,0.7636,0.91,20.670634921,0.6096,"Saint Francis University"
"30121",0.4747,23,4979,27455,17779,8078,7330,0.4695,0.9895,21.342765617,0.7608,"Saint Joseph's University"
"30122",0.7462,22,1483,21959,11642,6251,5734,0.9655,0.8924,19.932014833,0.6985,"Saint Vincent College"
"30135",0.7901,20,7368,6211,4930,5122,7258,0.9043,0.6703,20.845259166,0.5177,"Slippery Rock University of Pennsylvania"
"30145",0.6305,22,23450,9640,11598,10132,8729,0.4647,0.5652,21.79019981,0.5846,"Temple University"
"30146",0.7522,19,1295,16200,10641,5077,5174,0.5,0.9426,19.987654321,0.4181,"Thiel College"
"30154",0.7466,24,1555,31600,15377,11177,6894,0.6354,0.9367,19.670588235,0.7537,"Ursinus College"
"30158",0.5136,29,6794,29618,19199,11015,8132,0.5848,0.9313,20.143190299,0.847,"Villanova University"
"30161",0.388,25,1399,26330,12658,8309,6081,0.7407,0.9463,19.491071429,0.682,"Washington & Jefferson College"
"30162",0.7483,21,1440,15150,10702,6644,5140,0.3351,0.8789,23.555876686,0.5307,"Waynesburg University"
"30167",0.7727,23,1597,21700,9524,7212,5554,1,0.9423,19.690406977,0.7635,"Westminster College"
"30173",0.5669,23,516,19570,7158,5205,4706,1,0.6435,26.095100865,0.4653,"Wilson College"
"30179",0.1511,30,5927,32974,22368,21754,10554,0.8638,0.9102,19.908156271,0.9513,"Brown University"
"30180",0.5766,23,3177,24762,15690,6898,8578,0.5895,0.8726,19.673837613,0.6925,"Bryant University"
"30186",0.5444,25,4172,25310,14187,8166,7581,1,0.9391,19.961655508,0.8715,"Providence College"
"30191",0.7842,23,4358,21840,16175,10886,8187,0.3991,0.8511,19.844468199,0.5591,"Roger Williams University"
"30192",0.5987,23,2070,23950,13824,5633,6339,1,0.9198,19.562749004,0.6061,"Salve Regina University"
"30199",0.7839,21,1418,14100,9070,2984,4792,1,0.7859,22.423170732,0.4007,"Anderson University"
"30200",0.7094,20,2576,15980,8801,4017,5139,0.545,0.6849,22.263897016,0.347,"Charleston Southern University"
"30203",0.7042,20,1975,15000,7040,4277,4954,0.3603,0.6732,31.032142857,0.5455,"Southern Wesleyan University"
"30205",0.6486,23,9501,6668,6775,4943,6101,1,0.7412,20.956508516,0.5752,"College of Charleston"
"30208",0.7938,22,2176,6522,5750,5311,6969,1,0.8918,20.182724252,0.6466,"Citadel Military College of South Carolina"
"30210",0.6862,26,13959,8816,9033,7970,7665,0.8557,0.8054,20.297016275,0.7509,"Clemson University"
"30212",0.6192,20,1102,16968,8876,5567,4931,0.5789,0.7081,27.179300292,0.4412,"Coker College"
"30214",0.8026,23,540,13651,9015,5125,3976,0.9057,0.566,22.348920863,0.6311,"Columbia International University"
"30215",0.839,21,1100,19214,8254,5578,4909,0.5253,0.6136,23.312320917,0.4981,"Columbia College"
"30216",0.8392,23,769,21176,6874,5518,4189,0.9167,0.8341,24.358313817,0.569,"Converse College"
"30218",0.6979,24,590,19042,6368,4824,5303,0.6543,0.9378,19.447368421,0.6538,"Erskine College"
"30221",0.7147,20,3181,5849,3792,4818,5895,0.7857,0.7962,20.817286652,0.3737,"Francis Marion University"
"30222",0.5765,28,2774,26352,14112,11675,7302,0.8972,0.9542,19.943100996,0.8402,"Furman University"
"30228",0.8486,20,2569,6588,3574,4188,5186,1,0.6929,21.312630844,0.4838,"Lander University"
"30229",0.5515,19,3218,14040,4731,3334,3831,0.3859,0.2779,30.737269772,0.3676,"Limestone College"
"30234",0.5938,19,833,18881,8475,4703,4014,0.5667,0.819,20.150176678,0.514,"Newberry College"
"30235",0.8765,19,1730,10350,5025,3445,4424,0.5859,0.8202,20.528497409,0.4448,"North Greenville University"
"30238",0.7622,24,1147,21222,9478,7702,5614,0.7155,0.9572,19.324884793,0.7316,"Presbyterian College"
"30239",0.6463,20,2851,5928,4715,4913,5836,0.6118,0.6955,22.312089356,0.4399,"University of South Carolina-Aiken"
"30240",0.9057,18,982,4954,4395,5361,5303,0.4327,0.5417,24.23117338,0.1221,"University of South Carolina-Beaufort"
"30241",0.674,25,17781,7314,7336,8423,7657,0.7212,0.7859,21.275368193,0.6502,"University of South Carolina-Columbia"
"30246",0.7262,21,6115,6860,6831,4350,5820,0.6601,0.7163,20.890542636,0.4293,"Coastal Carolina University"
"30247",0.8155,17,3839,6480,5877,6254,5618,1,0.8042,20.870520231,0.4676,"South Carolina State University"
"30248",0.6441,21,4303,6664,5123,4215,5540,0.5613,0.5721,23.355001946,0.4,"University of South Carolina-Upstate"
"30256",0.4623,16,709,7106,5902,7938,4177,0.6852,0.8777,25.027729636,0.3667,"Voorhees College"
"30258",0.6779,21,4895,8756,5266,4959,6073,1,0.7376,20.938011192,0.5983,"Winthrop University"
"30259",0.662,26,1191,24130,16908,8869,6179,1,0.9698,19.358126722,0.7752,"Wofford College"
"30263",0.6873,21,3173,5070,3955,3797,5127,0.7654,0.6175,22.766434263,0.2222,"Black Hills State University"
"30265",0.968,21,1457,4831,3734,3934,5772,0.713,0.6445,22.483050847,0.4706,"Dakota State University"
"30266",0.7436,20,803,15700,8374,4308,4399,1,0.985,22.895368782,0.4213,"Dakota Wesleyan University"
"30271",0.8454,22,907,15730,7676,4326,4779,0.4248,0.4017,23.55062167,0.4463,"Mount Marty College"
"30275",0.9492,20,1872,4699,3441,5241,5302,1,0.5977,22.049479167,0.3805,"Northern State University"
"30277",0.9968,20,672,11400,9702,4399,3813,0.4253,0.3218,25.856624319,0.2857,"Presentation College"
"30279",0.9404,25,1725,5070,4424,5545,6669,0.8345,0.6412,21.827970297,0.4058,"South Dakota School of Mines and Technology"
"30280",0.9272,23,8752,5046,4126,5230,6029,0.7062,0.6347,21.183602535,0.5402,"South Dakota State University"
"30282",0.7591,22,1262,16100,8359,4322,4830,1,0.6011,22.375,0.4195,"University of Sioux Falls"
"30287",0.8605,23,5728,5150,4415,7275,6088,0.8879,0.5538,23.389848525,0.4724,"University of South Dakota"
"30290",0.3947,22,884,8927,8123,4890,4515,0.3077,0.1393,31.23364486,0.1875,"Aquinas College"
